"id","cluster_id","sentiment","id","name","address","rating","rubric","text"
230175,0,POSITIVE,230175,Планета,"Архангельск, улица А.О. Шабалина, 20к1",5,Магазин одежды,"В принципе хороший магазин, большой выбор, качество одежды в норме, по ценам, это средняя ценовая категория. Покупал футбоки и летние тапки, остался доволен!"
251826,1,POSITIVE,251826,Планета,"Ямало-Ненецкий автономный округ, Салехард, улица Чубынина, 41А",5,"Автосалон;Автомойка;Автосервис, автотехцентр","Хорошая мойка, вежливые работники. Моют качественно. Широкий комплекс услуг, даже видел что занимаются чисткой и мойкой Ковров. Можно заранее записаться, чтобы не ждать живой очереди."
257960,0,POSITIVE,257960,Планета,"Республика Башкортостан, Уфа, проспект Октября, 21",5,Книжный магазин;Магазин канцтоваров;Учебная литература,"Магазин очень понравился. Очень вежливый и осведомленный персонал. Огромный выбор книг, включая издания на башкирском языке. Богатый выбор книг по краеведению."
269474,0,NEUTRAL,269474,Планета,"Московская область, Богородский городской округ, Ногинск, Рабочая улица, 18",5,Магазин хозтоваров и бытовой химии;Удобрения;Лакокрасочные материалы;Магазин для садоводов;Садовый инвентарь и техника,"Небольшой, компактный, но функциональный. Выбор всего приличный, цены не дерут. Продавщицы приветливые, только покупай. Если нужно что то купить по быстрому, то здесь можно найти много необходимого."
271605,0,NEUTRAL,271605,Планета,"Ямало-Ненецкий автономный округ, Новый Уренгой, микрорайон Мирный, 8/2А",3,Торговый центр,"Маленький тц, ничего особенного в нем нет. Раньше покупала что-то на втором этаже в посудном магазине, но сейчас все какое-то залежавшееся, цены высокие. Продуковый магазин разве что для жителей, живущих поблизости. Приезжать сюда специально не вижу смысла, тем более, что припарковаться вечно негде. Пользуюсь этим магазином, как ориентиром, если дорогу надо указать."
286954,0,POSITIVE,286954,Планета,"Кемеровская область, Новокузнецк, улица Кирова, 94",5,Книжный магазин;Магазин канцтоваров;Детские игрушки и игры,"Магазин супер, вежливый персонал, найти можно любую литературу, для учёбы, техническую, для домашнего чтения, очень много детских товаров, в том числе и книг, товары для любого детского рукоделия, рекомендую"
302384,1,POSITIVE,302384,Планета,"Московская область, Дмитров, Советская улица, 14",5,Кинотеатр,Очень крутой кинотеатр. Первые 5 рядов обычные. Потом идут чуть лучше - можно откинуться на сидении. Между рядами большое пространство - спокойно выходишь в туалет и не садишься при этом ни на кого #опой. 
302385,-1,NEUTRAL,302385,Планета,"Московская область, Дмитров, Советская улица, 14",3,Кинотеатр,"Нравится кинотеатр, НО:\n1. Нельзя купить билеты онлайн (жирный минус);\n2. Мало фильмов, которые действительно хочется посмотреть, а приходится ехать в Сергиев-Посад, ввиду того, что в нашем кинотеатре а прокате этого фильма/мультфильма нет.\n+За попкорн."
302386,1,POSITIVE,302386,Планета,"Московская область, Дмитров, Советская улица, 14",4,Кинотеатр,"Вполне неплохой кинотеатр. Залы небольшие,но он и сам,в целом маленький. Попкорн сладкий брали,понравился, есть мороженое. Были в будни днем, людей было немного, поэтому комфортно провели время."
313988,0,POSITIVE,313988,Планета,"Челябинск, проспект Победы, 124",5,Магазин одежды;Магазин детской одежды;Магазин верхней одежды;Магазин обуви,"Отличный вариант для семьи, цена - качество соответствует, людей много, очередь на кассу есть, но двигается быстро, выбор просто огромный, присутствует спецодежда"
316365,0,POSITIVE,316365,Планета,"Ямало-Ненецкий автономный округ, Муравленко, улица Муравленко, 24",5,Магазин одежды;Магазин обуви,"Магазин хороший, большой выбор одежды, обуви. Так же есть: чемоданный, полотенца, игрушки, всякая электроника(часы, колонка) там продаются хорошие не дорогие картины."
324808,0,POSITIVE,324808,Планета,"Республика Башкортостан, Уфа, улица Степана Кувыкина, 14",5,Книжный магазин;Магазин канцтоваров;Учебная литература,"Хороший книжный магазин, цены на книге не такие высокие, как у конкурентов. Иногда бывают скидки, а также распродажи. Большой выбор канцелярских товаров."
340424,0,POSITIVE,340424,Планета,"Республика Башкортостан, Кумертау, улица Пушкина, 1",5,Книжный магазин;Магазин канцтоваров;Учебная литература,"Все прекрасно, есть выбор всего, да и предложат, что и как преобрести. Спасибо большое всему персоналу и директору , просто молодцы !"
340425,0,POSITIVE,340425,Планета,"Республика Башкортостан, Кумертау, улица Пушкина, 1",5,Книжный магазин;Магазин канцтоваров;Учебная литература,"Очень хороший магазин, есть все необходимое, канцелярские товары, книги, игрушки,рюкзаки, товары для офиса! Большой выбор, доступные цены, отличное качество!"
343900,1,POSITIVE,343900,Планета,"Пермь, улица Героев Хасана, 5",5,Турагентство;Бронирование гостиниц;Железнодорожные и авиабилеты,Искренне благодарю турагенство Планета  за безупречную организацию моих путешествий! Отдельная благодарность турагенту Юлии Брюховой и всему руководству! Какие бы вопросы ни возникали- они все были максимально оперативно и успешно разрешены. Благодарю!!! 100 \n% компетентность! Доверяю только Планете ! Успехов и развития компании!
343901,1,POSITIVE,343901,Планета,"Пермь, улица Героев Хасана, 5",5,Турагентство;Бронирование гостиниц;Железнодорожные и авиабилеты,"С турагентством Планета мы с 2015 года. Благодарим за прекрасный отдых Наташу Хахутаишвили. Наташа, спасибо, что Вы всегда рядом, всегда на связи 24/7, всегда знаете, что подойдет именно нам. Только благодаря Вам мы влюбились в Азию и не только))) "
343902,1,POSITIVE,343902,Планета,"Пермь, улица Героев Хасана, 5",5,Турагентство;Бронирование гостиниц;Железнодорожные и авиабилеты,"Хочу поблагодарить компанию ""Планета"" за организацию незабываемого отдыха! Особую благодарность выражаю менеджеру Елене, которая подобрала тур по всем моим требованиям, учла всё, что было важно для меня, оперативно и грамотно консультировала по интересующим меня вопросам, самое главное - была очень отзывчива и дружелюбна, позитивно настроила меня перед поездкой. Впечатления от услуг турагенства и от самой поездки только положительные! Компанию ""Планета"" однозначно рекомендую! "
344737,1,POSITIVE,344737,Планета,"Москва, Планетная улица, 31",5,Хостел,"Заселялся на месяц,удобная локация,комнаты уютные чистые комфортные,имеется все не обходимое плита,микроволновка, печ, сушильная машина , и тд , к счастью имеются удобные шкафчики,контингент людей прекрасный,если что то не так все с радостью протянут руку помощи и подскажут, одним словом все уютно комфортно советую всем!!!!!"
344824,1,NEUTRAL,344824,Планета,"Свердловская область, Екатеринбург, улица Бажова, 79",1,Телекоммуникационная компания;Интернет-провайдер,"Отвратительный провайдер. Чуть ранее он был отличным во всем. И обслуживание и интернет, как говорится цена=качество, теперь же просто невозможно. Каждый раз рекомендуют перезагрузить устройство, выключить из розетки, подождать 10 секунд и типа проблема решилась. Чтобы посмотреть сериал на низком качестве я уже раз 5 точно сделала по инструкции😂поскольку заучила ее на изусть. Я хочу нормальный интернет!!! Мне не нужен телик , а только нормальный, стабильный интернет!!!!"
344998,0,POSITIVE,344998,Планета,"Нижний Новгород, проспект Гагарина, 228",4,Магазин одежды;Магазин обуви;Магазин сумок и чемоданов,Отличный магазин одежды доступные цены и товар можно найти отличного качества правда нужно постараться.Единственное что мне там не нравится это продавцы они почти не говарят на русском это очень плохо. И предлагают замену вообще не то что тебе нужно.Такое чувство что они до сих пор думают что Русские одеваются в шубы и валенки.
354303,0,POSITIVE,354303,Планета,"Пермь, шоссе Космонавтов, 162Б",4,Торговый центр;Развлекательный центр,"Выбор магазинов неплохой, основное все есть, удобные магазины с одеждой, прилично и недорого, для тех, кто живет близко хорошее решение, фудкорт тоже неплохой, перекусить можно вкусно! Ехать с других концов города в Планету смысла нет, но похоже, все едут! В итоге, подъезд к магазину загружен, машины стукаются боками, выехать и приехать становится испытанием, поэтому приходится выбирать позднее время или соваться в самую кучу, потому что выходные у всех посетителей совпали, парковка вроде и огромная, но эти узкие дороги вдоль магазина, начиная с Леруа, пешеходные переходы прямо около поворотов с дороги, только завернешь, под машину кто-то лезет.\nВ общем, место советую, но не для нервных."
354304,0,POSITIVE,354304,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Достаточно хороший торговый центр для большого города, удобное расположение и вместительная парковка. При желании можно приобрести любой товар, конечно хотелось бы более широкий выбор мировых трендов,"
354305,0,NEUTRAL,354305,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Магащин очень большой, можно найти все что тебе надо \n"
354306,0,NEGATIVE,354306,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Много всего, устанешь ходить. Всегда есть место для парковки. Она бесплатная. Что на улице, что подземная. Но зимой в подземной можно устраивать заплывы. Надо что-то, наверное, с этим делать. А так огромный и классный ТРЦ"
354307,2,POSITIVE,354307,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Огромное количество разнообразных магазинов на любой вкус и кошелек. \nЕсть кафе и ресторан, где можно вкусно покушать.\nТуалеты чистые."
354308,0,POSITIVE,354308,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Большой торговой развлекательный центр. Практически, есть все. Очень удобная подземная бесплатная стоянка."
354309,0,NEGATIVE,354309,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Отличный ТЦ, огромная парковка, супер развлечение для детей!\nНо иногда у вас работают не все навигаторы в магазине("
354310,0,POSITIVE,354310,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Замечательный торговый центр. Есть популярные бутики с одеждой, дорогой и не очень. Есть парикмахерская для ребяток, место отдыха. И конечно же большой зал фуд корта, где можно поесть с детьми. Спокойно можно прогуляться по этажам, посидеть в случае усталости. И очень удобно, что администрация продумала аренду колясок для маленьких детей. Это большой плюс для меня."
354311,0,POSITIVE,354311,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Отличный торговый центр, это я так понимаю импортозамещение от Пермского края. Вместо того чтобы запустить к себе Икею они сами свой собственный торговый центр отстроили и очень хорошего качества. Однозначно рекомендую к посещению."
354312,0,POSITIVE,354312,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"В этом ТЦ можно комфортно сделать покупки всей семьёй. И не только\nМожно и подстричься, и развлечься и покушать\nОсобенно радует обустройство комнаты матери и ребенка . Все для детей)\nИ диванчики для кормления с высоким и закрытым пространством и пеленальный стол с одноразовыми пеленками, микроволновка чтобы подогреть воду,чистая питьевая вода, подогреватель для бутылочек и даже крем для рук\nА если у вас не только один ребенок,второй может поиграть рядом за столом с расскрасками и Т.д\nСпасибо за заботу о кормящих матерях, всегда когда еду в этот центр,не переживаю как быть с кормлением малыша"
354313,0,NEGATIVE,354313,Планета,"Пермь, шоссе Космонавтов, 162Б",4,Торговый центр;Развлекательный центр,"В этом тц все для людей. Снимаю звезду за то, что батуты на выходных только безлимит и нельзя оставлять детей. По факту родители в кафе на территории комплекса, и все равно не следят за детьми. Такие площадки должны создаваться для того, чтоб родители могли походить по магазину."
354314,0,POSITIVE,354314,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Отличный торговый центр, мой любимый в Перми. Новый, красивый. Одно меня печалит, мало хороших мест чтобы покушать.. \nА вот парковка просто супер, огромная!"
354315,0,POSITIVE,354315,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Лучший торговый центр в городе. Максимально удобный и понятный. Зимой ходили гулять с коляской, очень удобно😊 ТЦ очень ориентирован на покупателей, парковка бесплатная-супер, пеленальные супер, рестораны вкусные. Простор и удовольствие"
354316,0,POSITIVE,354316,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Просто шикарный ТЦ во всем городе,лучше не найти.Есть все магазины от одежды до электроники.Туалеты очень красивые и можно ходить всей семьёй.Если первый раз в городе то это место самое лучшее"
354317,0,POSITIVE,354317,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Большой , Современный, удобный торговый центр, пожалуй, на сегодняшний день лучший в Перми. Учитывая сегодняшнюю ситуацию хороший подбор арендаторов. Есть премиальные бренды. Одежду и обувь можно подобрать. Из недостатков: дурацкая организация заезда на парковку со стороны Шоссе Космонавтов."
354318,-1,POSITIVE,354318,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,"Любимое место, это как 3 в одном: путешествие из Ленинского района, возможность сходить в Леруа и удовлетворить потребности в Планете. Ни разу с пустыми руками не ушли. Постоянные розыгрыши и мероприятия, не выигрывали только..."
354319,0,NEUTRAL,354319,Планета,"Пермь, шоссе Космонавтов, 162Б",5,Торговый центр;Развлекательный центр,Огромное количество магазинов одежды на любой кошелёк!
391425,0,POSITIVE,391425,Планета,"Ростовская область, Белая Калитва, Ростовская улица, 1",5,Магазин одежды;Магазин обуви,"Хороший магазин, всё есть, дальнейшая всегда работает безналичный расчёт, а банкоматы в торговом центре нет."
391426,0,POSITIVE,391426,Планета,"Ростовская область, Белая Калитва, Ростовская улица, 1",4,Магазин одежды;Магазин обуви,"Хорошая еда в виде пицы жареных крылышек и бургеров, хороший кинотеатр, хорошие место для детских развлечений, детский мир, относительно дешёвый магазин практическим всей одежды, от носков до перчаток. Магазин обуви, не стоющих своих денег. В целом хороший торгово-развлекательный центр. "
394554,0,POSITIVE,394554,Планета,"Тюмень, Магистральная улица, 10А",4,Магазин одежды;Магазин детской одежды;Магазин обуви,"Отличные цены и качество. Вежливый, отзывчивый персонал. Намного лучше бутиков по продаже одежды и товаров для дома. Недалёко от дома."
398791,1,NEGATIVE,398791,Планета,"Санкт-Петербург, Загородный проспект, 45",1,Турагентство,"Директор данной турфирмы Кабанова С. А. являлась также директором фирмы с названием ООО ""Туроператор Планета "". Эти фирмы находились по одному адресу. В отношении фирмы имеется ряд гражданских дел неисполнение обязательств. От действий фирмы пострадало более 50 человек. Обращаться в данную фирму не рекомендую."
398792,1,NEGATIVE,398792,Планета,"Санкт-Петербург, Загородный проспект, 45",5,Турагентство,"Уважаемый... Вы наверное являлись ""обманутым клиентом""  ООО ""Туроператор Планета""?\nОтзыв Ваш не корректен, так как Вы явно не в курсе всех событий по данному делу.\nСообщаем, что менеджер, обманувшая клиентов, Федосеева Ю.А. отбывает срок в женской тюрьме г. СПб с мая 2022 года по статье 159 ч. 3 УК РФ - мошенничество крупном размере. ООО ""Туроператор Планета""  выступало как свидетель обвинения.\nЕсли у Вас имеются вопросы, то добро пожаловать в наш офис. "
400527,2,POSITIVE,400527,Планета,"Челябинск, улица Молодогвардейцев, 37Б",5,Гостиница,"Очень понрвилась гостиница Планета,есть охраняемая парковка,на первом этаже ресторан,можно завтрак включить в стоимость.В номере есть холодильник,телевизор,очень хорошая кровать,кулер с горячей водой есть на этаже,на два номера один санузел.Рекомендую."
400528,-1,POSITIVE,400528,Планета,"Челябинск, улица Молодогвардейцев, 37Б",5,Гостиница,"Отличная гостиница, очень чисто, удобные номера, удобные кровати, белое бельё, вкусные завтраки (правда слишком сладкие, но детям и сладкоежкам понравится), очень тихо, закрытая парковка, очень вежливые сотрудники"
400529,1,POSITIVE,400529,Планета,"Челябинск, улица Молодогвардейцев, 37Б",5,Гостиница,"Бывал по России во многих гостиницах хостелов, тут мы получили шикарный 2х комнатный номер на 4х, я жена и двое детей чистый опрятный с виду современный номер кондер телевизор и тд. За 2800 просто шик на 9 этаже и сам отель с неплохим видом в внутри хороший недорогой ресторан!!! Очень понравилось всем нам большое спасибо!!!"
409324,1,POSITIVE,409324,Планета,"Новосибирск, улица Фрунзе, 2Б",5,Хостел,Отличный хостел. Приятно удивлены находимся в данный момент в семейном номере!!! Всё супер!!!
416252,1,POSITIVE,416252,Планета,"Нижегородская область, село Дивеево, Арзамасская улица, 62А",5,Гостиница,"Очень понравилось. Геолокация отличная, всё нужное рядом. Номер хороший, солнечная сторона. До храма 10 минут пешком. Купели 15-20 минут ходьбы. Цена умеренная, всё необходимое есть в номере. \n"
416253,-1,NEUTRAL,416253,Планета,"Нижегородская область, село Дивеево, Арзамасская улица, 62А",5,Гостиница,"Чистый номер , удобное расположение можно пешком дойти до храма и до источников, есть место для парковки  автомобиля, вежливый персонал."
416254,1,POSITIVE,416254,Планета,"Нижегородская область, село Дивеево, Арзамасская улица, 62А",5,Гостиница,"У меня был номер на двоих. Чисто, душ и туалет в номере. На столе стоит чайник.\nЧисто и свежо."
416255,2,POSITIVE,416255,Планета,"Нижегородская область, село Дивеево, Арзамасская улица, 62А",5,Гостиница,"Давольно таки уютненькая  чистенькая гостиница, Хорошие номера, в кафе которое расположено в цоколе этого же здания можно вкусно покушать.👍👍👍"
416256,1,NEGATIVE,416256,Планета,"Нижегородская область, село Дивеево, Арзамасская улица, 62А",1,Гостиница,"Заселялись в полулюкс, по цене 2800р сутки. Как зашли в номер, увидели мокрицу в ванной, потом вторую, возле кровати. Очень маленькая площадь номера. Шкафа под одежду нет, большого зеркала нет. Зеркало только в санузле, но свет там настолько тусклый, что бриться пришлось почти на ощупь. Утром, без предупреждения, отключили воду на полчаса. Постелое настолько застирано, что больше напоминает марлю. Покрывало с дыркой. Около двуспальной кровати две тумбочки, но лампа только одна."
418744,0,POSITIVE,418744,Планета,"Республика Татарстан, Казань, Вахитовский район, улица Татарстан, 20",5,Магазин одежды;Магазин галантереи и аксессуаров;Магазин обуви,"Большой магазин с разнообразным выбором одежды и обуви на каждый день,цены средние,продавцы вежливые, можно получить скидку на товар,советую для посещения"
426814,-1,POSITIVE,426814,Планета,"Курская область, Рыльск",5,Вещевой рынок,"Нормальный.прекрасное обслуживание, хорошие отзывчивые сотрудники"
432900,0,NEGATIVE,432900,Планета,"Нижний Новгород, Московское шоссе, 122",2,Магазин одежды;Магазин постельных принадлежностей;Магазин обуви,"Можно ,что то выбрать , персонал весь армяне, кассы свободны ,одна касса работает  одежда из Китая (низшего качества) ,обувь вся алергичная (не коженная,  а  клиеннчатая), есть нижнее белье, детское трикотаж, куртки ковры."
437709,0,POSITIVE,437709,Планета,"Краснодарский край, Белореченск, улица Победы, 227А",5,Магазин одежды;Товары для дома;Магазин обуви,"Большой ассортимент товара и размеров на любой вкус, кошелёк и возраст.  Отзывчивые сотрудники всегда придут на помощь)"
439065,0,POSITIVE,439065,Планета,"Приморский край, Уссурийск, улица Чичерина, 105",5,Магазин одежды;Магазин верхней одежды;Магазин обуви,"Большой ассортимент выбора на мужские и женские  вещи, добрые кассирши  с которыми можно договориться, цены хорошие на качество."
449302,0,POSITIVE,449302,Планета,"Самарская область, Кинель, улица Орджоникидзе, 104",5,Торговый центр,Хороший тц. Сейчас там нет победы но есть магазин строительных материалов. Цены приятно вас удевят.  Есть для рыбалки 🐟.  Тоже все есть. Есть ещё другие магазины для ремонта. Есть швея очень хорошо знает свою работу и цена за услуги хорошая. Шьёт отлично.
453544,2,POSITIVE,453544,Планета,"Чувашская Республика, Чебоксары, улица Космонавта Андрияна Григорьевича Николаева, 6",5,Кондитерская;Торты на заказ,"Лучшая кондитерская, в которых мы бывали. Мы из другого города, но бываем в Чебоксарах и обязательно каждый раз посещаем кондитерскую. Вежливый персонал, приятный,  светлый интерьер и обалденные десерты. Самое вкусное пирожное Иллюзия."
453545,2,POSITIVE,453545,Планета,"Чувашская Республика, Чебоксары, улица Космонавта Андрияна Григорьевича Николаева, 6",5,Кондитерская;Торты на заказ,"Замечательное место, очень вкусные пирожные и торты, все продумано для покупателей.Нужно обязательно посетить каждому гостю Чебоксар"
453546,2,POSITIVE,453546,Планета,"Чувашская Республика, Чебоксары, улица Космонавта Андрияна Григорьевича Николаева, 6",5,Кондитерская;Торты на заказ,"Торты покупаю только здесь. Очень, очень вкусные и всегда свежие торты и пирожные. Спасибо вам!!!"
453547,2,POSITIVE,453547,Планета,"Чувашская Республика, Чебоксары, улица Космонавта Андрияна Григорьевича Николаева, 6",5,Кондитерская;Торты на заказ,"Надо сюда прийти, покушать, купить тортик (особенность скорее всего всей Чувашии что не умеют делать крем ЧИЗ, при этом очень вкусно). Отличные, вкусные и красивые блюда из кафе. Очень приятные цены."
453787,0,POSITIVE,453787,Планета,"Ростовская область, Новошахтинск, Базарная улица, 2Л",5,Магазин одежды;Магазин галантереи и аксессуаров;Магазин головных уборов;Магазин обуви;Магазин сумок и чемоданов,"Хороший магазин, большой выбор товаров, для всей семьи, можно неплохие вещи приобрести и недорого, нам нравится"
453788,0,POSITIVE,453788,Планета,"Ростовская область, Новошахтинск, Базарная улица, 2Л",5,Магазин одежды;Магазин галантереи и аксессуаров;Магазин головных уборов;Магазин обуви;Магазин сумок и чемоданов,"Классный магаз/ ездим сюда с Ростова уже какой сезон) выбор огромный, размеры обуви хоть до 50-го!! Всегда много новинок и цены умеренные."
